1.06952,-2.2841,1.08036,-2.28628,0.233159,-1.65351,0.528936,-2.05989,3.70703,7.56641,0.863281,9.86719,0.89184,-0.135272,16.3213,0.810235,0.00430779,0.00707119,-0.586046,-0.00130763,267,436,0.3
1.07067,-2.3107,1.08969,-2.32992,0.0502827,-0.62189,0.260099,-1.20502,4.5,6.41797,1.0625,10.0547,2.07577,0.142455,16.0639,0.810309,0.00134134,0.000972595,-0.586001,0.00103392,237,427,0.018
1.07346,-2.31603,1.09241,-2.3453,0.133524,-0.190415,0.11332,-0.656001,3.08984,4.82031,0.988281,10.7227,2.07218,0.253785,14.2048,0.81002,-0.000884607,-0.00307872,-0.586394,0.00217763,214,402,0.0184
1.06862,-2.32047,1.08781,-2.34615,-0.285608,-0.203642,-0.275573,0.0497803,0.589844,3.52344,1.58203,11.7617,1.50236,0.225055,12.6031,0.809569,-0.00109429,-0.00500136,-0.587002,0.0041,178,387,0.0188
1.04445,-2.30852,1.07189,-2.3329,-1.2478,0.617877,-0.797159,0.728506,-1.01172,7.67969,1.65625,12.8008,-0.312443,0.205901,12.9658,0.809102,0.00117736,-0.00311925,-0.587659,0.00557138,219,361,0.0186
1.01769,-2.29023,1.04815,-2.30477,-1.40269,0.953181,-1.26271,1.49932,-3.23828,10.6836,2.42188,14.4336,-2.94128,0.175974,17.9757,0.808917,0.00439859,4.62632e-05,-0.587906,0.00706194,298,377,0.0183
0.98511,-2.25636,1.01278,-2.25874,-1.53922,1.66367,-1.71444,2.25771,-2.19922,11.4258,3.41016,15.0625,-1.7753,0.134075,17.6692,0.808942,0.00697732,0.00292829,-0.58784,0.00784649,332,388,0.0172
0.949806,-2.20739,0.973846,-2.20412,-1.7123,2.44153,-1.89388,2.74208,-1.33203,9.57031,3.28906,15.1758,-1.42335,0.251391,16.3177,0.809133,0.00721674,0.00360044,-0.58757,0.00744843,318,412,0.019
0.916138,-2.14914,0.942418,-2.14906,-1.74355,3.05045,-1.59002,2.85287,-0.320312,6.26953,4.87109,12.6523,1.3204,0.216675,10.8002,0.809387,0.00594539,0.00194625,-0.587242,0.00733884,268,377,0.0175
0.888524,-2.09246,0.91753,-2.09646,-1.56169,3.20177,-1.41222,2.94146,-0.367188,3.70703,3.92969,12.2812,1.01155,-0.0215478,9.71687,0.809779,0.0041997,-0.0017795,-0.586717,0.00888991,214,392,0.0177
0.860609,-2.02694,0.891068,-2.03509,-1.25219,2.94766,-1.24449,2.77171,0.195312,0.21875,3.80859,11.0938,2.25534,0.172383,6.36259,0.810052,0.00134121,-0.00503179,-0.586336,0.00807379,148,391,0.0178
0.836265,-1.97971,0.858429,-1.98156,-1.11577,2.02674,-1.5254,2.41668,0.988281,-0.367188,2.22266,7.56641,0.529119,0.490811,6.50145,0.810344,0.000245588,-0.00623631,-0.585921,0.00770644,123,389,0.0188
0.826577,-1.95722,0.840262,-1.94563,-0.425792,1.1019,-0.888561,1.74946,0.367188,0,2.34766,4.30078,1.86269,0.147243,1.42694,0.810292,-4.27839e-06,-0.00512232,-0.586004,0.00599671,119,252,0.0175
0.82591,-1.95169,0.832087,-1.91471,0.0114687,0.156657,-0.326278,1.39788,0.542969,-0.21875,2.02734,3.41016,0.669179,0.0849942,2.91614,0.810173,-0.000741863,-0.00415382,-0.586176,0.00366779,118,214,0.0177
0.83136,-1.95932,0.832874,-1.9047,0.31065,-0.436445,0.0747742,0.45906,0,-0.777344,1.48047,2.66797,1.13246,0.131681,2.6444,0.810078,-0.00113857,-0.00382249,-0.586308,0.00263774,118,196,0.0178
0.844501,-1.98088,0.842503,-1.90853,0.677372,-1.10767,0.518875,-0.247925,0.566406,-0.554688,2.05078,1.44531,0.913388,-0.233435,2.85389,0.809941,-0.0013262,-0.00417615,-0.586495,0.00275039,118,194,0.0178
0.860487,-2.00579,0.854856,-1.92291,0.979992,-1.47643,0.750113,-0.868603,0.292969,-0.144531,1.92578,1.51953,1.0738,-0.0550666,3.36984,0.809898,-0.00177966,-0.00463699,-0.586549,0.00255707,118,200,0.0179
0.887919,-2.04377,0.878957,-1.95528,1.28815,-1.72763,1.09797,-1.51353,0.914062,-0.109375,2.59375,2.63281,1.22224,0,3.7972,0.809963,-0.00281566,-0.00522636,-0.586451,0.00156896,118,214,0.0179
0.914442,-2.07211,0.904693,-1.98984,1.44275,-1.49459,1.42766,-1.85817,0.195312,0.21875,2.79297,4.04297,1.23062,0.0107739,4.94044,0.810118,-0.00330052,-0.00530946,-0.586233,0.000877611,117,251,0.018
0.946899,-2.09206,0.938361,-2.03263,1.52769,-0.820129,1.60638,-1.97724,0,0.480469,4.07812,6.75,2.08296,0.0323217,7.39928,0.810354,-0.00219522,-0.00393463,-0.585923,0.00105301,118,314,0.0181
0.979296,-2.0929,0.975058,-2.07304,1.43216,0.0869684,1.61232,-1.74024,0.246094,4.00391,6.72656,10.2773,2.88142,-0.108936,9.06684,0.810734,0.00091431,-0.000363505,-0.585414,0.00190813,147,411,0.0181
1.00885,-2.09738,1.01569,-2.10183,1.49048,-0.269542,2.01502,-1.33346,-2.22266,13.875,6.72656,13.1328,1.87466,-0.567426,25.6982,0.810879,-3.47358e-05,0.000919392,-0.585213,-0.00113241,479,543,0.0182
1.03912,-2.08116,1.07207,-2.11289,1.36773,0.970765,2.68757,-0.386973,-3.70703,19.332,7.26953,15.5078,1.04627,-0.432153,27.993,0.810924,-0.00558747,-0.00668493,-0.585086,-0.0012397,555,680,0.0182
1.05329,-2.0099,1.12959,-2.10946,0.669769,3.90574,2.99391,0.208708,-4.64844,20.4453,8.53125,21.3359,2.54863,-0.351948,24.5849,0.81069,-0.014437,-0.0188349,-0.584994,-0.00137283,617,669,0.0179
1.05099,-1.87123,1.20529,-2.07643,-0.219071,7.18207,3.74331,1.86068,-7.09766,22.707,7.86328,24.3047,3.11725,-0.185551,27.2113,0.809849,-0.0303524,-0.0403379,-0.584462,-0.00202001,728,711,0.0173
1.01533,-1.68335,1.26851,-2.00094,-1.8304,8.96441,2.77644,3.70104,-6.62891,11.1289,8.0625,29.4258,3.61524,0.113725,29.3637,0.808044,-0.0495221,-0.0680546,-0.583079,-0.000679205,626,1005,0.019
0.959434,-1.45029,1.22878,-1.88766,-3.08693,11.8929,-3.10464,6.32098,-0.988281,-0.332031,-6.94922,28.3477,0.248997,0.52433,31.8836,0.806421,-0.0628703,-0.0847831,-0.581845,-0.00280099,409,1323,0.0176
0.913776,-1.30347,1.16677,-1.78746,-2.23488,6.75657,-3.27377,4.52891,2.10156,-2.1875,1.55469,1.03516,2.55342,0.280122,0.59855,0.806788,-0.0618109,-0.0831069,-0.581692,-0.00311815,128,404,0.0176
0.926553,-1.24861,1.11815,-1.74132,0.806872,2.45128,-2.37009,2.49117,-0.246094,-2.29688,-0.320312,3.11328,-0.354342,0.0287304,-1.99317,0.806894,-0.0624846,-0.0822079,-0.5816,-0.00532617,108,99,0.0171
0.955377,-1.24081,1.05584,-1.63648,1.45004,0.12998,-3.17326,5.57384,-0.492188,0.367188,-0.714844,-2.55859,-0.383072,0.32202,-0.53271,0.807314,-0.060413,-0.0784727,-0.581752,-0.00636602,109,101,0.0172
0.980084,-1.22055,1.05148,-1.60822,1.26829,1.18301,0.119701,0.798586,-0.246094,-0.109375,0.515625,-0.515625,1.62566,-0.135272,-6.60081,0.807236,-0.0609653,-0.0775456,-0.581928,-0.00833692,111,103,0.0175
